derived_from_real_fields,dominant_estimate_confidence,estimated_or_synthetic_fields,missing_fields,player_name,player_wc_id,real_structured_fields,team_wc_id,year
17,C,15,1,Darijo Srna,player_p_97008_2006,9,team_croatia_2006,2006
17,C,15,1,Josip Šimunić,player_p_29621_2006,9,team_croatia_2006,2006
17,C,15,1,Robert Kovač,player_p_61666_2006,9,team_croatia_2006,2006
17,C,15,1,Igor Tudor,player_p_42144_2006,9,team_croatia_2006,2006
16,D,15,2,Jurica Vranješ,player_p_91190_2006,9,team_croatia_2006,2006
17,C,15,1,Dario Šimić,player_p_41724_2006,9,team_croatia_2006,2006
17,C,15,1,Marko Babić,player_p_13539_2006,9,team_croatia_2006,2006
17,C,15,1,Dado Pršo,player_p_12373_2006,9,team_croatia_2006,2006
17,C,15,1,Niko Kovač,player_p_84378_2006,9,team_croatia_2006,2006
16,D,15,2,Mario Tokić,player_p_36053_2006,9,team_croatia_2006,2006
16,D,15,2,Joey Didulica,player_p_59970_2006,9,team_croatia_2006,2006
17,C,15,1,Stjepan Tomas,player_p_87187_2006,9,team_croatia_2006,2006
17,C,15,1,Luka Modrić,player_p_29491_2006,9,team_croatia_2006,2006
16,D,15,2,Ivan Leko,player_p_31316_2006,9,team_croatia_2006,2006
17,C,15,1,Jerko Leko,player_p_92627_2006,9,team_croatia_2006,2006
17,C,15,1,Ivan Klasnić,player_p_38099_2006,9,team_croatia_2006,2006
17,C,15,1,Ivica Olić,player_p_13265_2006,9,team_croatia_2006,2006
17,C,15,1,Niko Kranjčar,player_p_76289_2006,9,team_croatia_2006,2006
16,D,15,2,Anthony Šerić,player_p_31857_2006,9,team_croatia_2006,2006
16,D,15,2,Boško Balaban,player_p_53874_2006,9,team_croatia_2006,2006
17,C,15,1,Ivan Bošnjak,player_p_15428_2006,9,team_croatia_2006,2006
16,D,15,2,Tomislav Butina,player_p_99830_2006,9,team_croatia_2006,2006
17,C,15,1,Petr Čech,player_p_53062_2006,9,team_czech_republic_2006,2006
17,C,15,1,Zdeněk Grygera,player_p_86056_2006,9,team_czech_republic_2006,2006
16,D,15,2,Pavel Mareš,player_p_26250_2006,9,team_czech_republic_2006,2006
17,C,15,1,Tomáš Galásek,player_p_69743_2006,9,team_czech_republic_2006,2006
17,C,15,1,Radoslav Kováč,player_p_23972_2006,9,team_czech_republic_2006,2006
17,C,15,1,Marek Jankulovski,player_p_35103_2006,9,team_czech_republic_2006,2006
17,C,15,1,Libor Sionko,player_p_40666_2006,9,team_czech_republic_2006,2006
17,C,15,1,Karel Poborský,player_p_56023_2006,9,team_czech_republic_2006,2006
17,C,15,1,Jan Koller,player_p_81477_2006,9,team_czech_republic_2006,2006
17,C,15,1,Tomáš Rosický,player_p_29090_2006,9,team_czech_republic_2006,2006
17,C,15,1,Pavel Nedvěd,player_p_64760_2006,9,team_czech_republic_2006,2006
17,C,15,1,Vratislav Lokvenc,player_p_36056_2006,9,team_czech_republic_2006,2006
16,D,15,2,Martin Jiránek,player_p_46512_2006,9,team_czech_republic_2006,2006
17,C,15,1,David Jarolím,player_p_04349_2006,9,team_czech_republic_2006,2006
17,C,15,1,Milan Baroš,player_p_14907_2006,9,team_czech_republic_2006,2006
16,D,15,2,Jaromír Blažek,player_p_44775_2006,9,team_czech_republic_2006,2006
17,C,15,1,Jiří Štajner,player_p_65749_2006,9,team_czech_republic_2006,2006
17,C,15,1,Marek Heinz,player_p_21701_2006,9,team_czech_republic_2006,2006
17,C,15,1,Jan Polák,player_p_30878_2006,9,team_czech_republic_2006,2006
17,C,15,1,Jaroslav Plašil,player_p_65590_2006,9,team_czech_republic_2006,2006
17,C,15,1,Tomáš Ujfaluši,player_p_91280_2006,9,team_czech_republic_2006,2006
17,C,15,1,David Rozehnal,player_p_54533_2006,9,team_czech_republic_2006,2006
16,D,15,2,Antonín Kinský,player_p_07338_2006,9,team_czech_republic_2006,2006
16,D,15,2,Edwin Villafuerte,player_p_29399_2006,9,team_ecuador_2006,2006
17,C,15,1,Jorge Guagua,player_p_72804_2006,9,team_ecuador_2006,2006
17,C,15,1,Iván Hurtado,player_p_98031_2006,9,team_ecuador_2006,2006
17,C,15,1,Ulises de la Cruz,player_p_92146_2006,9,team_ecuador_2006,2006
16,D,15,2,José Luis Perlaza,player_p_36290_2006,9,team_ecuador_2006,2006
17,C,15,1,Patricio Urrutia,player_p_54675_2006,9,team_ecuador_2006,2006
17,C,15,1,Christian Lara,player_p_17733_2006,9,team_ecuador_2006,2006
17,C,15,1,Édison Méndez,player_p_42534_2006,9,team_ecuador_2006,2006
17,C,15,1,Félix Borja,player_p_51733_2006,9,team_ecuador_2006,2006
17,C,15,1,Iván Kaviedes,player_p_03128_2006,9,team_ecuador_2006,2006
17,C,15,1,Agustín Delgado,player_p_19156_2006,9,team_ecuador_2006,2006
17,C,15,1,Cristian Mora,player_p_18894_2006,9,team_ecuador_2006,2006
17,C,15,1,Paúl Ambrosi,player_p_75905_2006,9,team_ecuador_2006,2006
17,C,15,1,Segundo Castillo,player_p_96174_2006,9,team_ecuador_2006,2006
17,C,15,1,Marlon Ayoví,player_p_90857_2006,9,team_ecuador_2006,2006
17,C,15,1,Antonio Valencia,player_p_49265_2006,9,team_ecuador_2006,2006
17,C,15,1,Giovanny Espinoza,player_p_06468_2006,9,team_ecuador_2006,2006
17,C,15,1,Néicer Reasco,player_p_61229_2006,9,team_ecuador_2006,2006
16,D,15,2,Luis Saritama,player_p_05227_2006,9,team_ecuador_2006,2006
17,C,15,1,Edwin Tenorio,player_p_30306_2006,9,team_ecuador_2006,2006
17,C,15,1,Carlos Tenorio,player_p_86943_2006,9,team_ecuador_2006,2006
16,D,15,2,Damián Lanza,player_p_27162_2006,9,team_ecuador_2006,2006
17,C,15,1,Christian Benítez,player_p_63618_2006,9,team_ecuador_2006,2006
17,C,15,1,Paul Robinson,player_p_72859_2006,9,team_england_2006,2006
17,C,15,1,Gary Neville,player_p_66658_2006,9,team_england_2006,2006
17,C,15,1,Ashley Cole,player_p_16557_2006,9,team_england_2006,2006
17,C,15,1,Steven Gerrard,player_p_62157_2006,9,team_england_2006,2006
17,C,15,1,Rio Ferdinand,player_p_01249_2006,9,team_england_2006,2006
17,C,15,1,John Terry,player_p_71420_2006,9,team_england_2006,2006
17,C,15,1,David Beckham,player_p_81049_2006,9,team_england_2006,2006
17,C,15,1,Frank Lampard,player_p_65534_2006,9,team_england_2006,2006
17,C,15,1,Wayne Rooney,player_p_99967_2006,9,team_england_2006,2006
17,C,15,1,Michael Owen,player_p_51130_2006,9,team_england_2006,2006
17,C,15,1,Joe Cole,player_p_37933_2006,9,team_england_2006,2006
17,C,15,1,Sol Campbell,player_p_97840_2006,9,team_england_2006,2006
16,D,15,2,David James,player_p_59324_2006,9,team_england_2006,2006
16,D,15,2,Wayne Bridge,player_p_91486_2006,9,team_england_2006,2006
17,C,15,1,Jamie Carragher,player_p_50944_2006,9,team_england_2006,2006
17,C,15,1,Owen Hargreaves,player_p_61216_2006,9,team_england_2006,2006
16,D,15,2,Jermaine Jenas,player_p_17428_2006,9,team_england_2006,2006
17,C,15,1,Michael Carrick,player_p_50718_2006,9,team_england_2006,2006
17,C,15,1,Aaron Lennon,player_p_64864_2006,9,team_england_2006,2006
17,C,15,1,Stewart Downing,player_p_86227_2006,9,team_england_2006,2006
17,C,15,1,Peter Crouch,player_p_77532_2006,9,team_england_2006,2006
16,D,15,2,Scott Carson,player_p_57447_2006,9,team_england_2006,2006
16,D,15,2,Theo Walcott,player_p_24015_2006,9,team_england_2006,2006
16,D,15,2,Mickaël Landreau,player_p_30652_2006,9,team_france_2006,2006
16,D,15,2,Jean-Alain Boumsong,player_p_63176_2006,9,team_france_2006,2006
17,C,15,1,Eric Abidal,player_p_04469_2006,9,team_france_2006,2006
17,C,15,1,Patrick Vieira,player_p_96540_2006,9,team_france_2006,2006
17,C,15,1,William Gallas,player_p_68803_2006,9,team_france_2006,2006
17,C,15,1,Claude Makélélé,player_p_93048_2006,9,team_france_2006,2006
17,C,15,1,Florent Malouda,player_p_18830_2006,9,team_france_2006,2006
17,C,15,1,Vikash Dhorasoo,player_p_51388_2006,9,team_france_2006,2006
17,C,15,1,Sidney Govou,player_p_31668_2006,9,team_france_2006,2006
17,C,15,1,Zinedine Zidane,player_p_56430_2006,9,team_france_2006,2006
17,C,15,1,Sylvain Wiltord,player_p_00916_2006,9,team_france_2006,2006
17,C,15,1,Thierry Henry,player_p_51395_2006,9,team_france_2006,2006
17,C,15,1,Mikaël Silvestre,player_p_66615_2006,9,team_france_2006,2006
17,C,15,1,Louis Saha,player_p_48944_2006,9,team_france_2006,2006
17,C,15,1,Lilian Thuram,player_p_56947_2006,9,team_france_2006,2006
17,C,15,1,Fabien Barthez,player_p_55991_2006,9,team_france_2006,2006
16,D,15,2,Gaël Givet,player_p_98022_2006,9,team_france_2006,2006
17,C,15,1,Alou Diarra,player_p_58415_2006,9,team_france_2006,2006
17,C,15,1,Willy Sagnol,player_p_23315_2006,9,team_france_2006,2006
17,C,15,1,David Trezeguet,player_p_12167_2006,9,team_france_2006,2006
16,D,15,2,Pascal Chimbonda,player_p_43681_2006,9,team_france_2006,2006
17,C,15,1,Franck Ribéry,player_p_55659_2006,9,team_france_2006,2006
16,D,15,2,Grégory Coupet,player_p_57021_2006,9,team_france_2006,2006
17,C,15,1,Jens Lehmann,player_p_98511_2006,9,team_germany_2006,2006
17,C,15,1,Marcell Jansen,player_p_50326_2006,9,team_germany_2006,2006
17,C,15,1,Arne Friedrich,player_p_43481_2006,9,team_germany_2006,2006
17,C,15,1,Robert Huth,player_p_27557_2006,9,team_germany_2006,2006
17,C,15,1,Sebastian Kehl,player_p_51287_2006,9,team_germany_2006,2006
17,C,15,1,Jens Nowotny,player_p_94304_2006,9,team_germany_2006,2006
17,C,15,1,Bastian Schweinsteiger,player_p_43400_2006,9,team_germany_2006,2006
17,C,15,1,Torsten Frings,player_p_35264_2006,9,team_germany_2006,2006
17,C,15,1,Mike Hanke,player_p_27261_2006,9,team_germany_2006,2006
17,C,15,1,Oliver Neuville,player_p_55504_2006,9,team_germany_2006,2006
17,C,15,1,Miroslav Klose,player_p_27787_2006,9,team_germany_2006,2006
17,C,15,1,Oliver Kahn,player_p_33751_2006,9,team_germany_2006,2006
17,C,15,1,Michael Ballack,player_p_84003_2006,9,team_germany_2006,2006
17,C,15,1,Gerald Asamoah,player_p_25543_2006,9,team_germany_2006,2006
17,C,15,1,Thomas Hitzlsperger,player_p_73973_2006,9,team_germany_2006,2006
17,C,15,1,Philipp Lahm,player_p_18599_2006,9,team_germany_2006,2006
17,C,15,1,Per Mertesacker,player_p_02328_2006,9,team_germany_2006,2006
17,C,15,1,Tim Borowski,player_p_08154_2006,9,team_germany_2006,2006
17,C,15,1,Bernd Schneider,player_p_32136_2006,9,team_germany_2006,2006
17,C,15,1,Lukas Podolski,player_p_36287_2006,9,team_germany_2006,2006
17,C,15,1,Christoph Metzelder,player_p_04065_2006,9,team_germany_2006,2006
17,C,15,1,David Odonkor,player_p_24324_2006,9,team_germany_2006,2006
16,D,15,2,Timo Hildebrand,player_p_30693_2006,9,team_germany_2006,2006
16,D,15,2,Sammy Adjei,player_p_17027_2006,9,team_ghana_2006,2006
16,D,15,2,Hans Sarpei,player_p_24586_2006,9,team_ghana_2006,2006
17,C,15,1,Asamoah Gyan,player_p_38556_2006,9,team_ghana_2006,2006
17,C,15,1,Samuel Kuffour,player_p_84395_2006,9,team_ghana_2006,2006
17,C,15,1,John Mensah,player_p_29967_2006,9,team_ghana_2006,2006
17,C,15,1,Emmanuel Pappoe,player_p_03949_2006,9,team_ghana_2006,2006
17,C,15,1,Illiasu Shilla,player_p_52437_2006,9,team_ghana_2006,2006
17,C,15,1,Michael Essien,player_p_12805_2006,9,team_ghana_2006,2006
17,C,15,1,Derek Boateng,player_p_49882_2006,9,team_ghana_2006,2006
17,C,15,1,Stephen Appiah,player_p_09728_2006,9,team_ghana_2006,2006
17,C,15,1,Sulley Muntari,player_p_50641_2006,9,team_ghana_2006,2006
17,C,15,1,Alex Tachie-Mensah,player_p_98986_2006,9,team_ghana_2006,2006
17,C,15,1,Habib Mohamed,player_p_00384_2006,9,team_ghana_2006,2006
17,C,15,1,Matthew Amoah,player_p_79316_2006,9,team_ghana_2006,2006
17,C,15,1,John Paintsil,player_p_25083_2006,9,team_ghana_2006,2006
16,D,15,2,George Owu,player_p_97589_2006,9,team_ghana_2006,2006
16,D,15,2,Daniel Quaye,player_p_23035_2006,9,team_ghana_2006,2006
17,C,15,1,Eric Addo,player_p_77757_2006,9,team_ghana_2006,2006
17,C,15,1,Razak Pimpong,player_p_70474_2006,9,team_ghana_2006,2006
17,C,15,1,Otto Addo,player_p_23846_2006,9,team_ghana_2006,2006
16,D,15,2,Issah Ahmed,player_p_27915_2006,9,team_ghana_2006,2006
17,C,15,1,Richard Kingson,player_p_81778_2006,9,team_ghana_2006,2006
17,C,15,1,Haminu Draman,player_p_51458_2006,9,team_ghana_2006,2006
17,C,15,1,Ebrahim Mirzapour,player_p_18605_2006,9,team_iran_2006,2006
17,C,15,1,Mehdi Mahdavikia,player_p_93633_2006,9,team_iran_2006,2006
17,C,15,1,Sohrab Bakhtiarizadeh,player_p_02909_2006,9,team_iran_2006,2006
17,C,15,1,Yahya Golmohammadi,player_p_20762_2006,9,team_iran_2006,2006
17,C,15,1,Rahman Rezaei,player_p_96490_2006,9,team_iran_2006,2006
17,C,15,1,Javad Nekounam,player_p_59901_2006,9,team_iran_2006,2006
17,C,15,1,Ferydoon Zandi,player_p_34386_2006,9,team_iran_2006,2006
17,C,15,1,Ali Karimi,player_p_16416_2006,9,team_iran_2006,2006
17,C,15,1,Vahid Hashemian,player_p_47539_2006,9,team_iran_2006,2006
17,C,15,1,Ali Daei,player_p_38371_2006,9,team_iran_2006,2006
17,C,15,1,Rasoul Khatibi,player_p_56998_2006,9,team_iran_2006,2006
16,D,15,2,Hassan Roudbarian,player_p_74059_2006,9,team_iran_2006,2006
17,C,15,1,Hossein Kaebi,player_p_55405_2006,9,team_iran_2006,2006
17,C,15,1,Andranik Teymourian,player_p_20969_2006,9,team_iran_2006,2006
17,C,15,1,Arash Borhani,player_p_13809_2006,9,team_iran_2006,2006
16,D,15,2,Reza Enayati,player_p_64146_2006,9,team_iran_2006,2006
16,D,15,2,Javad Kazemian,player_p_60564_2006,9,team_iran_2006,2006
16,D,15,2,Moharram Navidkia,player_p_43423_2006,9,team_iran_2006,2006
16,D,15,2,Amir Hossein Sadeghi,player_p_94570_2006,9,team_iran_2006,2006
17,C,15,1,Mohammad Nosrati,player_p_56844_2006,9,team_iran_2006,2006
17,C,15,1,Mehrzad Madanchi,player_p_16154_2006,9,team_iran_2006,2006
16,D,15,2,Vahid Talebloo,player_p_55739_2006,9,team_iran_2006,2006
17,C,15,1,Masoud Shojaei,player_p_00111_2006,9,team_iran_2006,2006
17,C,15,1,Gianluigi Buffon,player_p_11392_2006,9,team_italy_2006,2006
17,C,15,1,Cristian Zaccardo,player_p_14267_2006,9,team_italy_2006,2006
17,C,15,1,Fabio Grosso,player_p_99473_2006,9,team_italy_2006,2006
17,C,15,1,Daniele De Rossi,player_p_65802_2006,9,team_italy_2006,2006
17,C,15,1,Fabio Cannavaro,player_p_88863_2006,9,team_italy_2006,2006
17,C,15,1,Andrea Barzagli,player_p_26539_2006,9,team_italy_2006,2006
17,C,15,1,Alessandro Del Piero,player_p_83836_2006,9,team_italy_2006,2006
17,C,15,1,Gennaro Gattuso,player_p_18164_2006,9,team_italy_2006,2006
17,C,15,1,Luca Toni,player_p_96512_2006,9,team_italy_2006,2006
17,C,15,1,Francesco Totti,player_p_42038_2006,9,team_italy_2006,2006
17,C,15,1,Alberto Gilardino,player_p_48645_2006,9,team_italy_2006,2006
16,D,15,2,Angelo Peruzzi,player_p_88263_2006,9,team_italy_2006,2006
17,C,15,1,Alessandro Nesta,player_p_55511_2006,9,team_italy_2006,2006
16,D,15,2,Marco Amelia,player_p_69103_2006,9,team_italy_2006,2006
17,C,15,1,Vincenzo Iaquinta,player_p_38599_2006,9,team_italy_2006,2006
17,C,15,1,Mauro Camoranesi,player_p_22378_2006,9,team_italy_2006,2006
17,C,15,1,Simone Barone,player_p_97154_2006,9,team_italy_2006,2006
17,C,15,1,Filippo Inzaghi,player_p_29172_2006,9,team_italy_2006,2006
17,C,15,1,Gianluca Zambrotta,player_p_42227_2006,9,team_italy_2006,2006
17,C,15,1,Simone Perrotta,player_p_57529_2006,9,team_italy_2006,2006
17,C,15,1,Andrea Pirlo,player_p_99537_2006,9,team_italy_2006,2006
17,C,15,1,Massimo Oddo,player_p_70140_2006,9,team_italy_2006,2006
17,C,15,1,Marco Materazzi,player_p_37126_2006,9,team_italy_2006,2006
17,C,15,1,Jean-Jacques Tizié,player_p_31283_2006,9,team_ivory_coast_2006,2006
17,C,15,1,Kanga Akalé,player_p_48722_2006,9,team_ivory_coast_2006,2006
17,C,15,1,Arthur Boka,player_p_08544_2006,9,team_ivory_coast_2006,2006
17,C,15,1,Kolo Touré,player_p_25398_2006,9,team_ivory_coast_2006,2006
17,C,15,1,Didier Zokora,player_p_48968_2006,9,team_ivory_coast_2006,2006
17,C,15,1,Blaise Kouassi,player_p_80902_2006,9,team_ivory_coast_2006,2006
16,D,15,2,Emerse Faé,player_p_14259_2006,9,team_ivory_coast_2006,2006
17,C,15,1,Bonaventure Kalou,player_p_67250_2006,9,team_ivory_coast_2006,2006
17,C,15,1,Arouna Koné,player_p_14175_2006,9,team_ivory_coast_2006,2006
17,C,15,1,Gilles Yapi Yapo,player_p_58634_2006,9,team_ivory_coast_2006,2006
17,C,15,1,Didier Drogba,player_p_99466_2006,9,team_ivory_coast_2006,2006
17,C,15,1,Abdoulaye Méïté,player_p_12127_2006,9,team_ivory_coast_2006,2006
16,D,15,2,Marco Zoro,player_p_97294_2006,9,team_ivory_coast_2006,2006
17,C,15,1,Bakari Koné,player_p_64184_2006,9,team_ivory_coast_2006,2006
17,C,15,1,Aruna Dindane,player_p_93241_2006,9,team_ivory_coast_2006,2006
16,D,15,2,Gérard Gnanhouan,player_p_51266_2006,9,team_ivory_coast_2006,2006
17,C,15,1,Cyril Domoraud,player_p_20335_2006,9,team_ivory_coast_2006,2006
17,C,15,1,Abdul Kader Keïta,player_p_98071_2006,9,team_ivory_coast_2006,2006
17,C,15,1,Yaya Touré,player_p_44934_2006,9,team_ivory_coast_2006,2006
16,D,15,2,Guy Demel,player_p_75763_2006,9,team_ivory_coast_2006,2006
17,C,15,1,Emmanuel Eboué,player_p_92316_2006,9,team_ivory_coast_2006,2006
17,C,15,1,not applicable Romaric,player_p_55581_2006,9,team_ivory_coast_2006,2006
17,C,15,1,Boubacar Barry,player_p_30753_2006,9,team_ivory_coast_2006,2006
16,D,15,2,Seigo Narazaki,player_p_24251_2006,9,team_japan_2006,2006
17,C,15,1,Teruyuki Moniwa,player_p_65411_2006,9,team_japan_2006,2006
17,C,15,1,Yūichi Komano,player_p_46091_2006,9,team_japan_2006,2006
16,D,15,2,Yasuhito Endō,player_p_61292_2006,9,team_japan_2006,2006
17,C,15,1,Tsuneyasu Miyamoto,player_p_11915_2006,9,team_japan_2006,2006
17,C,15,1,Kōji Nakata,player_p_95259_2006,9,team_japan_2006,2006
17,C,15,1,Hidetoshi Nakata,player_p_09349_2006,9,team_japan_2006,2006
17,C,15,1,Mitsuo Ogasawara,player_p_12376_2006,9,team_japan_2006,2006
17,C,15,1,Naohiro Takahara,player_p_56897_2006,9,team_japan_2006,2006
17,C,15,1,Shunsuke Nakamura,player_p_77277_2006,9,team_japan_2006,2006
17,C,15,1,Seiichiro Maki,player_p_17506_2006,9,team_japan_2006,2006
16,D,15,2,Yoichi Doi,player_p_40995_2006,9,team_japan_2006,2006
17,C,15,1,Atsushi Yanagisawa,player_p_35882_2006,9,team_japan_2006,2006
17,C,15,1,Alessandro Santos,player_p_42311_2006,9,team_japan_2006,2006
17,C,15,1,Takashi Fukunishi,player_p_89292_2006,9,team_japan_2006,2006
17,C,15,1,Masashi Oguro,player_p_10636_2006,9,team_japan_2006,2006
17,C,15,1,Junichi Inamoto,player_p_46807_2006,9,team_japan_2006,2006
17,C,15,1,Shinji Ono,player_p_04785_2006,9,team_japan_2006,2006
17,C,15,1,Keisuke Tsuboi,player_p_99888_2006,9,team_japan_2006,2006
17,C,15,1,Keiji Tamada,player_p_15134_2006,9,team_japan_2006,2006
17,C,15,1,Akira Kaji,player_p_87604_2006,9,team_japan_2006,2006
17,C,15,1,Yuji Nakazawa,player_p_90430_2006,9,team_japan_2006,2006
17,C,15,1,Yoshikatsu Kawaguchi,player_p_54298_2006,9,team_japan_2006,2006
17,C,15,1,Oswaldo Sánchez,player_p_92932_2006,9,team_mexico_2006,2006
16,D,15,2,Claudio Suárez,player_p_78308_2006,9,team_mexico_2006,2006
17,C,15,1,Carlos Salcido,player_p_97434_2006,9,team_mexico_2006,2006
17,C,15,1,Rafael Márquez,player_p_44763_2006,9,team_mexico_2006,2006
17,C,15,1,Ricardo Osorio,player_p_98486_2006,9,team_mexico_2006,2006
17,C,15,1,Gerardo Torrado,player_p_89297_2006,9,team_mexico_2006,2006
17,C,15,1,not applicable Sinha,player_p_30651_2006,9,team_mexico_2006,2006
17,C,15,1,Pável Pardo,player_p_34636_2006,9,team_mexico_2006,2006
17,C,15,1,Jared Borgetti,player_p_81643_2006,9,team_mexico_2006,2006
17,C,15,1,Guillermo Franco,player_p_73255_2006,9,team_mexico_2006,2006
17,C,15,1,Ramón Morales,player_p_98036_2006,9,team_mexico_2006,2006
16,D,15,2,José de Jesús Corona,player_p_05120_2006,9,team_mexico_2006,2006
16,D,15,2,Guillermo Ochoa,player_p_80826_2006,9,team_mexico_2006,2006
17,C,15,1,Gonzalo Pineda,player_p_10860_2006,9,team_mexico_2006,2006
17,C,15,1,José Antonio Castro,player_p_86098_2006,9,team_mexico_2006,2006
17,C,15,1,Mario Méndez,player_p_77467_2006,9,team_mexico_2006,2006
17,C,15,1,Francisco Fonseca,player_p_89438_2006,9,team_mexico_2006,2006
17,C,15,1,Andrés Guardado,player_p_40312_2006,9,team_mexico_2006,2006
17,C,15,1,Omar Bravo,player_p_34977_2006,9,team_mexico_2006,2006
16,D,15,2,Rafael García,player_p_87592_2006,9,team_mexico_2006,2006
17,C,15,1,Jesús Arellano,player_p_92547_2006,9,team_mexico_2006,2006
17,C,15,1,Francisco Javier Rodríguez,player_p_11191_2006,9,team_mexico_2006,2006
17,C,15,1,Luis Ernesto Pérez,player_p_17445_2006,9,team_mexico_2006,2006
17,C,15,1,Edwin van der Sar,player_p_26572_2006,9,team_netherlands_2006,2006
17,C,15,1,Kew Jaliens,player_p_81414_2006,9,team_netherlands_2006,2006
17,C,15,1,Khalid Boulahrouz,player_p_46895_2006,9,team_netherlands_2006,2006
17,C,15,1,Joris Mathijsen,player_p_40197_2006,9,team_netherlands_2006,2006
17,C,15,1,Giovanni van Bronckhorst,player_p_21832_2006,9,team_netherlands_2006,2006
17,C,15,1,Denny Landzaat,player_p_18113_2006,9,team_netherlands_2006,2006
17,C,15,1,Dirk Kuyt,player_p_33312_2006,9,team_netherlands_2006,2006
17,C,15,1,Phillip Cocu,player_p_42224_2006,9,team_netherlands_2006,2006
17,C,15,1,Ruud van Nistelrooy,player_p_03013_2006,9,team_netherlands_2006,2006
17,C,15,1,Rafael van der Vaart,player_p_68125_2006,9,team_netherlands_2006,2006
17,C,15,1,Arjen Robben,player_p_23705_2006,9,team_netherlands_2006,2006
16,D,15,2,Jan Kromkamp,player_p_65694_2006,9,team_netherlands_2006,2006
17,C,15,1,André Ooijer,player_p_96131_2006,9,team_netherlands_2006,2006
17,C,15,1,John Heitinga,player_p_28832_2006,9,team_netherlands_2006,2006
17,C,15,1,Tim de Cler,player_p_13377_2006,9,team_netherlands_2006,2006
17,C,15,1,Hedwiges Maduro,player_p_66598_2006,9,team_netherlands_2006,2006
17,C,15,1,Robin van Persie,player_p_99934_2006,9,team_netherlands_2006,2006
17,C,15,1,Mark van Bommel,player_p_69700_2006,9,team_netherlands_2006,2006
17,C,15,1,Jan Vennegoor of Hesselink,player_p_63856_2006,9,team_netherlands_2006,2006
17,C,15,1,Wesley Sneijder,player_p_51336_2006,9,team_netherlands_2006,2006
17,C,15,1,Ryan Babel,player_p_17967_2006,9,team_netherlands_2006,2006
16,D,15,2,Henk Timmer,player_p_03558_2006,9,team_netherlands_2006,2006
16,D,15,2,Maarten Stekelenburg,player_p_36850_2006,9,team_netherlands_2006,2006
17,C,15,1,Justo Villar,player_p_94060_2006,9,team_paraguay_2006,2006
17,C,15,1,Jorge Núñez,player_p_00429_2006,9,team_paraguay_2006,2006
17,C,15,1,Delio Toledo,player_p_42228_2006,9,team_paraguay_2006,2006
17,C,15,1,Carlos Gamarra,player_p_19241_2006,9,team_paraguay_2006,2006
17,C,15,1,Julio César Cáceres,player_p_50109_2006,9,team_paraguay_2006,2006
17,C,15,1,Carlos Bonet,player_p_22302_2006,9,team_paraguay_2006,2006
16,D,15,2,Salvador Cabañas,player_p_54903_2006,9,team_paraguay_2006,2006
17,C,15,1,Édgar Barreto,player_p_44396_2006,9,team_paraguay_2006,2006
17,C,15,1,Roque Santa Cruz,player_p_34530_2006,9,team_paraguay_2006,2006
17,C,15,1,Roberto Acuña,player_p_17884_2006,9,team_paraguay_2006,2006
16,D,15,2,Diego Gavilán,player_p_75108_2006,9,team_paraguay_2006,2006
16,D,15,2,Derlis Gómez,player_p_53378_2006,9,team_paraguay_2006,2006
17,C,15,1,Carlos Paredes,player_p_42797_2006,9,team_paraguay_2006,2006
17,C,15,1,Paulo da Silva,player_p_30891_2006,9,team_paraguay_2006,2006
17,C,15,1,Julio César Manzur,player_p_22470_2006,9,team_paraguay_2006,2006
17,C,15,1,Cristian Riveros,player_p_78654_2006,9,team_paraguay_2006,2006
16,D,15,2,José Montiel,player_p_51433_2006,9,team_paraguay_2006,2006
17,C,15,1,Nelson Haedo Valdez,player_p_71995_2006,9,team_paraguay_2006,2006
17,C,15,1,Julio dos Santos,player_p_35595_2006,9,team_paraguay_2006,2006
17,C,15,1,Dante López,player_p_99403_2006,9,team_paraguay_2006,2006
17,C,15,1,Denis Caniza,player_p_82458_2006,9,team_paraguay_2006,2006
17,C,15,1,Aldo Bobadilla,player_p_26126_2006,9,team_paraguay_2006,2006
17,C,15,1,Nelson Cuevas,player_p_88899_2006,9,team_paraguay_2006,2006
17,C,15,1,Artur Boruc,player_p_32695_2006,9,team_poland_2006,2006
17,C,15,1,Mariusz Jop,player_p_63796_2006,9,team_poland_2006,2006
16,D,15,2,Seweryn Gancarczyk,player_p_10771_2006,9,team_poland_2006,2006
17,C,15,1,Marcin Baszczyński,player_p_12680_2006,9,team_poland_2006,2006
17,C,15,1,Kamil Kosowski,player_p_24493_2006,9,team_poland_2006,2006
17,C,15,1,Jacek Bąk,player_p_46873_2006,9,team_poland_2006,2006
17,C,15,1,Radosław Sobolewski,player_p_05425_2006,9,team_poland_2006,2006
17,C,15,1,Jacek Krzynówek,player_p_49007_2006,9,team_poland_2006,2006
17,C,15,1,Maciej Żurawski,player_p_07088_2006,9,team_poland_2006,2006
17,C,15,1,Mirosław Szymkowiak,player_p_86811_2006,9,team_poland_2006,2006
17,C,15,1,Grzegorz Rasiak,player_p_21451_2006,9,team_poland_2006,2006
16,D,15,2,Tomasz Kuszczak,player_p_34895_2006,9,team_poland_2006,2006
16,D,15,2,Sebastian Mila,player_p_75168_2006,9,team_poland_2006,2006
17,C,15,1,Michał Żewłakow,player_p_15578_2006,9,team_poland_2006,2006
17,C,15,1,Euzebiusz Smolarek,player_p_95900_2006,9,team_poland_2006,2006
