derived_from_real_fields,dominant_estimate_confidence,estimated_or_synthetic_fields,missing_fields,player_name,player_wc_id,real_structured_fields,team_wc_id,year
17,C,15,1,Gabriel Correa,player_p_85271_1990,9,team_uruguay_1990,1990
17,C,15,1,Pablo Bengoechea,player_p_52902_1990,9,team_uruguay_1990,1990
17,C,15,1,Sergio Martínez,player_p_97602_1990,9,team_uruguay_1990,1990
17,C,15,1,Carlos Aguilera,player_p_57189_1990,9,team_uruguay_1990,1990
17,C,15,1,Daniel Fonseca,player_p_30100_1990,9,team_uruguay_1990,1990
17,C,15,1,Ruben Pereira,player_p_80877_1990,9,team_uruguay_1990,1990
16,D,15,2,William Castro,player_p_14403_1990,9,team_uruguay_1990,1990
16,D,15,2,Javier Zeoli,player_p_02096_1990,9,team_uruguay_1990,1990
17,C,15,1,Bodo Illgner,player_p_59164_1990,9,team_west_germany_1990,1990
17,C,15,1,Stefan Reuter,player_p_74629_1990,9,team_west_germany_1990,1990
17,C,15,1,Andreas Brehme,player_p_67713_1990,9,team_west_germany_1990,1990
17,C,15,1,Jürgen Kohler,player_p_83968_1990,9,team_west_germany_1990,1990
17,C,15,1,Klaus Augenthaler,player_p_23204_1990,9,team_west_germany_1990,1990
17,C,15,1,Guido Buchwald,player_p_51921_1990,9,team_west_germany_1990,1990
17,C,15,1,Pierre Littbarski,player_p_89975_1990,9,team_west_germany_1990,1990
17,C,15,1,Thomas Häßler,player_p_77552_1990,9,team_west_germany_1990,1990
17,C,15,1,Rudi Völler,player_p_04572_1990,9,team_west_germany_1990,1990
17,C,15,1,Lothar Matthäus,player_p_49502_1990,9,team_west_germany_1990,1990
16,D,15,2,Frank Mill,player_p_03526_1990,9,team_west_germany_1990,1990
16,D,15,2,Raimond Aumann,player_p_70770_1990,9,team_west_germany_1990,1990
17,C,15,1,Karl-Heinz Riedle,player_p_43380_1990,9,team_west_germany_1990,1990
17,C,15,1,Thomas Berthold,player_p_59388_1990,9,team_west_germany_1990,1990
17,C,15,1,Uwe Bein,player_p_60022_1990,9,team_west_germany_1990,1990
16,D,15,2,Paul Steiner,player_p_25067_1990,9,team_west_germany_1990,1990
17,C,15,1,Andreas Möller,player_p_37963_1990,9,team_west_germany_1990,1990
17,C,15,1,Jürgen Klinsmann,player_p_91373_1990,9,team_west_germany_1990,1990
17,C,15,1,Hans Pflügler,player_p_55047_1990,9,team_west_germany_1990,1990
17,C,15,1,Olaf Thon,player_p_45408_1990,9,team_west_germany_1990,1990
16,D,15,2,Günter Hermann,player_p_46363_1990,9,team_west_germany_1990,1990
16,D,15,2,Andreas Köpke,player_p_45405_1990,9,team_west_germany_1990,1990
17,C,15,1,Tomislav Ivković,player_p_94391_1990,9,team_yugoslavia_1990,1990
17,C,15,1,Vujadin Stanojković,player_p_63160_1990,9,team_yugoslavia_1990,1990
17,C,15,1,Predrag Spasić,player_p_71342_1990,9,team_yugoslavia_1990,1990
17,C,15,1,Zoran Vulić,player_p_09094_1990,9,team_yugoslavia_1990,1990
17,C,15,1,Faruk Hadžibegić,player_p_85893_1990,9,team_yugoslavia_1990,1990
17,C,15,1,Davor Jozić,player_p_01298_1990,9,team_yugoslavia_1990,1990
17,C,15,1,Dragoljub Brnović,player_p_71107_1990,9,team_yugoslavia_1990,1990
17,C,15,1,Safet Sušić,player_p_74361_1990,9,team_yugoslavia_1990,1990
17,C,15,1,Darko Pančev,player_p_31892_1990,9,team_yugoslavia_1990,1990
17,C,15,1,Dragan Stojković,player_p_93318_1990,9,team_yugoslavia_1990,1990
17,C,15,1,Zlatko Vujović,player_p_83693_1990,9,team_yugoslavia_1990,1990
16,D,15,2,Fahrudin Omerović,player_p_34572_1990,9,team_yugoslavia_1990,1990
17,C,15,1,Srečko Katanec,player_p_54317_1990,9,team_yugoslavia_1990,1990
16,D,15,2,Alen Bokšić,player_p_50470_1990,9,team_yugoslavia_1990,1990
17,C,15,1,Robert Prosinečki,player_p_62861_1990,9,team_yugoslavia_1990,1990
17,C,15,1,Refik Šabanadžović,player_p_48922_1990,9,team_yugoslavia_1990,1990
17,C,15,1,Robert Jarni,player_p_26414_1990,9,team_yugoslavia_1990,1990
17,C,15,1,Mirsad Baljić,player_p_00153_1990,9,team_yugoslavia_1990,1990
17,C,15,1,Dejan Savićević,player_p_18303_1990,9,team_yugoslavia_1990,1990
16,D,15,2,Davor Šuker,player_p_58374_1990,9,team_yugoslavia_1990,1990
16,D,15,2,Andrej Panadić,player_p_93042_1990,9,team_yugoslavia_1990,1990
16,D,15,2,Dragoje Leković,player_p_39053_1990,9,team_yugoslavia_1990,1990
16,D,15,2,Sergio Goycochea,player_p_34056_1994,9,team_argentina_1994,1994
16,D,15,2,Sergio Vázquez,player_p_53817_1994,9,team_argentina_1994,1994
17,C,15,1,José Chamot,player_p_28816_1994,9,team_argentina_1994,1994
17,C,15,1,Roberto Néstor Sensini,player_p_82949_1994,9,team_argentina_1994,1994
17,C,15,1,Fernando Redondo,player_p_78898_1994,9,team_argentina_1994,1994
17,C,15,1,Oscar Ruggeri,player_p_79080_1994,9,team_argentina_1994,1994
17,C,15,1,Claudio Caniggia,player_p_35873_1994,9,team_argentina_1994,1994
17,C,15,1,José Basualdo,player_p_14841_1994,9,team_argentina_1994,1994
17,C,15,1,Gabriel Batistuta,player_p_84542_1994,9,team_argentina_1994,1994
17,C,15,1,Diego Maradona,player_p_80404_1994,9,team_argentina_1994,1994
17,C,15,1,Ramón Medina Bello,player_p_16961_1994,9,team_argentina_1994,1994
17,C,15,1,Luis Islas,player_p_24755_1994,9,team_argentina_1994,1994
17,C,15,1,Fernando Cáceres,player_p_41616_1994,9,team_argentina_1994,1994
17,C,15,1,Diego Simeone,player_p_06370_1994,9,team_argentina_1994,1994
16,D,15,2,Jorge Borelli,player_p_55916_1994,9,team_argentina_1994,1994
17,C,15,1,Hernán Díaz,player_p_69852_1994,9,team_argentina_1994,1994
17,C,15,1,Ariel Ortega,player_p_00065_1994,9,team_argentina_1994,1994
16,D,15,2,Hugo Pérez,player_p_15142_1994,9,team_argentina_1994,1994
17,C,15,1,Abel Balbo,player_p_07031_1994,9,team_argentina_1994,1994
17,C,15,1,Leonardo Rodríguez,player_p_27629_1994,9,team_argentina_1994,1994
17,C,15,1,Alejandro Mancuso,player_p_93732_1994,9,team_argentina_1994,1994
16,D,15,2,Norberto Scoponi,player_p_87458_1994,9,team_argentina_1994,1994
17,C,15,1,Michel Preud'homme,player_p_00531_1994,9,team_belgium_1994,1994
17,C,15,1,Dirk Medved,player_p_72736_1994,9,team_belgium_1994,1994
17,C,15,1,Vital Borkelmans,player_p_10129_1994,9,team_belgium_1994,1994
17,C,15,1,Philippe Albert,player_p_43307_1994,9,team_belgium_1994,1994
17,C,15,1,Rudi Smidts,player_p_61846_1994,9,team_belgium_1994,1994
17,C,15,1,Lorenzo Staelens,player_p_33618_1994,9,team_belgium_1994,1994
17,C,15,1,Franky Van der Elst,player_p_08623_1994,9,team_belgium_1994,1994
17,C,15,1,Luc Nilis,player_p_51869_1994,9,team_belgium_1994,1994
17,C,15,1,Marc Degryse,player_p_28230_1994,9,team_belgium_1994,1994
17,C,15,1,Enzo Scifo,player_p_97414_1994,9,team_belgium_1994,1994
17,C,15,1,Alexandre Czerniatynski,player_p_88070_1994,9,team_belgium_1994,1994
16,D,15,2,Filip De Wilde,player_p_72937_1994,9,team_belgium_1994,1994
17,C,15,1,Georges Grün,player_p_99499_1994,9,team_belgium_1994,1994
17,C,15,1,Michel De Wolf,player_p_39297_1994,9,team_belgium_1994,1994
17,C,15,1,Marc Emmers,player_p_35636_1994,9,team_belgium_1994,1994
17,C,15,1,Danny Boffin,player_p_33197_1994,9,team_belgium_1994,1994
17,C,15,1,Josip Weber,player_p_83199_1994,9,team_belgium_1994,1994
17,C,15,1,Marc Wilmots,player_p_69659_1994,9,team_belgium_1994,1994
16,D,15,2,Eric Van Meir,player_p_71601_1994,9,team_belgium_1994,1994
16,D,15,2,Dany Verlinden,player_p_54160_1994,9,team_belgium_1994,1994
16,D,15,2,Stéphane van der Heyden,player_p_90526_1994,9,team_belgium_1994,1994
16,D,15,2,Pascal Renier,player_p_48499_1994,9,team_belgium_1994,1994
17,C,15,1,Carlos Trucco,player_p_83061_1994,9,team_bolivia_1994,1994
17,C,15,1,Juan Manuel Peña,player_p_06645_1994,9,team_bolivia_1994,1994
17,C,15,1,Marco Sandy,player_p_47593_1994,9,team_bolivia_1994,1994
17,C,15,1,Miguel Rimba,player_p_49642_1994,9,team_bolivia_1994,1994
17,C,15,1,Gustavo Quinteros,player_p_74977_1994,9,team_bolivia_1994,1994
17,C,15,1,Carlos Borja,player_p_92800_1994,9,team_bolivia_1994,1994
16,D,15,2,Mario Pinedo,player_p_44632_1994,9,team_bolivia_1994,1994
17,C,15,1,José Milton Melgar,player_p_59235_1994,9,team_bolivia_1994,1994
17,C,15,1,Álvaro Peña,player_p_20960_1994,9,team_bolivia_1994,1994
17,C,15,1,Marco Etcheverry,player_p_22812_1994,9,team_bolivia_1994,1994
17,C,15,1,Jaime Moreno,player_p_11058_1994,9,team_bolivia_1994,1994
16,D,15,2,Darío Rojas,player_p_23356_1994,9,team_bolivia_1994,1994
17,C,15,1,Modesto Soruco,player_p_70512_1994,9,team_bolivia_1994,1994
17,C,15,1,Mauricio Ramos,player_p_09423_1994,9,team_bolivia_1994,1994
17,C,15,1,Vladimir Soria,player_p_61814_1994,9,team_bolivia_1994,1994
17,C,15,1,Luis Cristaldo,player_p_26034_1994,9,team_bolivia_1994,1994
16,D,15,2,Óscar Sánchez,player_p_77469_1994,9,team_bolivia_1994,1994
17,C,15,1,William Ramallo,player_p_97920_1994,9,team_bolivia_1994,1994
16,D,15,2,Marcelo Torrico,player_p_66585_1994,9,team_bolivia_1994,1994
17,C,15,1,Ramiro Castillo,player_p_90575_1994,9,team_bolivia_1994,1994
17,C,15,1,Erwin Sánchez,player_p_09978_1994,9,team_bolivia_1994,1994
17,C,15,1,Julio César Baldivieso,player_p_84079_1994,9,team_bolivia_1994,1994
17,C,15,1,Cláudio Taffarel,player_p_31850_1994,9,team_brazil_1994,1994
17,C,15,1,not applicable Jorginho,player_p_26340_1994,9,team_brazil_1994,1994
17,C,15,1,Ricardo Rocha,player_p_61247_1994,9,team_brazil_1994,1994
16,D,15,2,not applicable Ronaldão,player_p_74676_1994,9,team_brazil_1994,1994
17,C,15,1,Mauro Silva,player_p_12551_1994,9,team_brazil_1994,1994
17,C,15,1,not applicable Branco,player_p_90842_1994,9,team_brazil_1994,1994
17,C,15,1,not applicable Bebeto,player_p_68671_1994,9,team_brazil_1994,1994
17,C,15,1,not applicable Dunga,player_p_32466_1994,9,team_brazil_1994,1994
17,C,15,1,not applicable Zinho,player_p_12418_1994,9,team_brazil_1994,1994
17,C,15,1,not applicable Raí,player_p_93386_1994,9,team_brazil_1994,1994
17,C,15,1,not applicable Romário,player_p_61251_1994,9,team_brazil_1994,1994
16,D,15,2,not applicable Zetti,player_p_02858_1994,9,team_brazil_1994,1994
17,C,15,1,not applicable Aldair,player_p_56505_1994,9,team_brazil_1994,1994
17,C,15,1,not applicable Cafu,player_p_91718_1994,9,team_brazil_1994,1994
17,C,15,1,Márcio Santos,player_p_07679_1994,9,team_brazil_1994,1994
17,C,15,1,not applicable Leonardo,player_p_72471_1994,9,team_brazil_1994,1994
17,C,15,1,not applicable Mazinho,player_p_78793_1994,9,team_brazil_1994,1994
17,C,15,1,Paulo Sérgio,player_p_86509_1994,9,team_brazil_1994,1994
17,C,15,1,not applicable Müller,player_p_60969_1994,9,team_brazil_1994,1994
16,D,15,2,not applicable Ronaldo,player_p_62722_1994,9,team_brazil_1994,1994
17,C,15,1,not applicable Viola,player_p_81097_1994,9,team_brazil_1994,1994
16,D,15,2,Gilmar Rinaldi,player_p_12835_1994,9,team_brazil_1994,1994
17,C,15,1,Borislav Mihaylov,player_p_94024_1994,9,team_bulgaria_1994,1994
17,C,15,1,Emil Kremenliev,player_p_88510_1994,9,team_bulgaria_1994,1994
17,C,15,1,Trifon Ivanov,player_p_47670_1994,9,team_bulgaria_1994,1994
17,C,15,1,Tsanko Tsvetanov,player_p_06964_1994,9,team_bulgaria_1994,1994
17,C,15,1,Petar Hubchev,player_p_07517_1994,9,team_bulgaria_1994,1994
17,C,15,1,Zlatko Yankov,player_p_56496_1994,9,team_bulgaria_1994,1994
17,C,15,1,Emil Kostadinov,player_p_23633_1994,9,team_bulgaria_1994,1994
17,C,15,1,Hristo Stoichkov,player_p_81648_1994,9,team_bulgaria_1994,1994
17,C,15,1,Yordan Letchkov,player_p_19567_1994,9,team_bulgaria_1994,1994
17,C,15,1,Nasko Sirakov,player_p_05061_1994,9,team_bulgaria_1994,1994
17,C,15,1,Daniel Borimirov,player_p_40793_1994,9,team_bulgaria_1994,1994
17,C,15,1,Plamen Nikolov,player_p_31099_1994,9,team_bulgaria_1994,1994
17,C,15,1,Ivaylo Yordanov,player_p_99271_1994,9,team_bulgaria_1994,1994
17,C,15,1,Boncho Genchev,player_p_67920_1994,9,team_bulgaria_1994,1994
16,D,15,2,Nikolay Iliev,player_p_40749_1994,9,team_bulgaria_1994,1994
17,C,15,1,Iliyan Kiryakov,player_p_48990_1994,9,team_bulgaria_1994,1994
17,C,15,1,Petar Mihtarski,player_p_24215_1994,9,team_bulgaria_1994,1994
16,D,15,2,Petar Aleksandrov,player_p_96679_1994,9,team_bulgaria_1994,1994
16,D,15,2,Georgi Georgiev,player_p_36178_1994,9,team_bulgaria_1994,1994
17,C,15,1,Krasimir Balakov,player_p_22562_1994,9,team_bulgaria_1994,1994
16,D,15,2,Velko Yotov,player_p_51016_1994,9,team_bulgaria_1994,1994
16,D,15,2,Ivaylo Andonov,player_p_33264_1994,9,team_bulgaria_1994,1994
17,C,15,1,Joseph-Antoine Bell,player_p_17774_1994,9,team_cameroon_1994,1994
17,C,15,1,André Kana-Biyik,player_p_84420_1994,9,team_cameroon_1994,1994
17,C,15,1,Rigobert Song,player_p_98173_1994,9,team_cameroon_1994,1994
16,D,15,2,Samuel Ekemé,player_p_33542_1994,9,team_cameroon_1994,1994
17,C,15,1,Victor N'Dip,player_p_53341_1994,9,team_cameroon_1994,1994
17,C,15,1,Thomas Libiih,player_p_94752_1994,9,team_cameroon_1994,1994
17,C,15,1,François Omam-Biyik,player_p_77989_1994,9,team_cameroon_1994,1994
17,C,15,1,Émile Mbouh,player_p_12458_1994,9,team_cameroon_1994,1994
17,C,15,1,Roger Milla,player_p_58080_1994,9,team_cameroon_1994,1994
17,C,15,1,Louis-Paul M'Fédé,player_p_59402_1994,9,team_cameroon_1994,1994
17,C,15,1,Emmanuel Maboang,player_p_03377_1994,9,team_cameroon_1994,1994
16,D,15,2,Paul Loga,player_p_06434_1994,9,team_cameroon_1994,1994
17,C,15,1,Raymond Kalla,player_p_07520_1994,9,team_cameroon_1994,1994
17,C,15,1,Stephen Tataw,player_p_08703_1994,9,team_cameroon_1994,1994
17,C,15,1,Hans Agbo,player_p_68499_1994,9,team_cameroon_1994,1994
17,C,15,1,Alphonse Tchami,player_p_63012_1994,9,team_cameroon_1994,1994
17,C,15,1,Marc-Vivien Foé,player_p_63522_1994,9,team_cameroon_1994,1994
16,D,15,2,Jean-Pierre Fiala,player_p_01632_1994,9,team_cameroon_1994,1994
17,C,15,1,David Embé,player_p_43560_1994,9,team_cameroon_1994,1994
17,C,15,1,Georges Mouyémé,player_p_49445_1994,9,team_cameroon_1994,1994
16,D,15,2,Thomas N'Kono,player_p_95667_1994,9,team_cameroon_1994,1994
17,C,15,1,Jacques Songo'o,player_p_93402_1994,9,team_cameroon_1994,1994
17,C,15,1,Óscar Córdoba,player_p_24621_1994,9,team_colombia_1994,1994
17,C,15,1,Andrés Escobar,player_p_70177_1994,9,team_colombia_1994,1994
17,C,15,1,Alexis Mendoza,player_p_33086_1994,9,team_colombia_1994,1994
17,C,15,1,Luis Fernando Herrera,player_p_43980_1994,9,team_colombia_1994,1994
17,C,15,1,Hermán Gaviria,player_p_42991_1994,9,team_colombia_1994,1994
17,C,15,1,Gabriel Gómez,player_p_31825_1994,9,team_colombia_1994,1994
17,C,15,1,Antony de Ávila,player_p_23692_1994,9,team_colombia_1994,1994
17,C,15,1,John Harold Lozano,player_p_19743_1994,9,team_colombia_1994,1994
17,C,15,1,Iván Valenciano,player_p_27157_1994,9,team_colombia_1994,1994
17,C,15,1,Carlos Valderrama,player_p_49600_1994,9,team_colombia_1994,1994
17,C,15,1,Adolfo Valencia,player_p_55994_1994,9,team_colombia_1994,1994
16,D,15,2,Faryd Mondragón,player_p_02080_1994,9,team_colombia_1994,1994
16,D,15,2,Néstor Ortiz,player_p_41894_1994,9,team_colombia_1994,1994
17,C,15,1,Leonel Álvarez,player_p_10890_1994,9,team_colombia_1994,1994
17,C,15,1,Luis Carlos Perea,player_p_92695_1994,9,team_colombia_1994,1994
16,D,15,2,Víctor Aristizábal,player_p_76247_1994,9,team_colombia_1994,1994
16,D,15,2,Mauricio Serna,player_p_80178_1994,9,team_colombia_1994,1994
16,D,15,2,Óscar Cortés,player_p_28003_1994,9,team_colombia_1994,1994
17,C,15,1,Freddy Rincón,player_p_69504_1994,9,team_colombia_1994,1994
17,C,15,1,Wilson Pérez,player_p_06957_1994,9,team_colombia_1994,1994
17,C,15,1,Faustino Asprilla,player_p_10444_1994,9,team_colombia_1994,1994
16,D,15,2,José María Pazo,player_p_42369_1994,9,team_colombia_1994,1994
17,C,15,1,Bodo Illgner,player_p_59164_1994,9,team_germany_1994,1994
17,C,15,1,Thomas Strunz,player_p_47227_1994,9,team_germany_1994,1994
17,C,15,1,Andreas Brehme,player_p_67713_1994,9,team_germany_1994,1994
17,C,15,1,Jürgen Kohler,player_p_83968_1994,9,team_germany_1994,1994
17,C,15,1,Thomas Helmer,player_p_87830_1994,9,team_germany_1994,1994
17,C,15,1,Guido Buchwald,player_p_51921_1994,9,team_germany_1994,1994
17,C,15,1,Andreas Möller,player_p_37963_1994,9,team_germany_1994,1994
17,C,15,1,Thomas Häßler,player_p_77552_1994,9,team_germany_1994,1994
17,C,15,1,Karl-Heinz Riedle,player_p_43380_1994,9,team_germany_1994,1994
17,C,15,1,Lothar Matthäus,player_p_49502_1994,9,team_germany_1994,1994
17,C,15,1,Stefan Kuntz,player_p_71595_1994,9,team_germany_1994,1994
16,D,15,2,Andreas Köpke,player_p_45405_1994,9,team_germany_1994,1994
17,C,15,1,Rudi Völler,player_p_04572_1994,9,team_germany_1994,1994
17,C,15,1,Thomas Berthold,player_p_59388_1994,9,team_germany_1994,1994
16,D,15,2,Maurizio Gaudino,player_p_48681_1994,9,team_germany_1994,1994
17,C,15,1,Matthias Sammer,player_p_05385_1994,9,team_germany_1994,1994
17,C,15,1,Martin Wagner,player_p_68490_1994,9,team_germany_1994,1994
17,C,15,1,Jürgen Klinsmann,player_p_91373_1994,9,team_germany_1994,1994
16,D,15,2,Ulf Kirsten,player_p_09705_1994,9,team_germany_1994,1994
17,C,15,1,Stefan Effenberg,player_p_61872_1994,9,team_germany_1994,1994
17,C,15,1,Mario Basler,player_p_78222_1994,9,team_germany_1994,1994
16,D,15,2,Oliver Kahn,player_p_33751_1994,9,team_germany_1994,1994
16,C,15,2,Antonis Minou,player_p_07892_1994,9,team_greece_1994,1994
16,C,15,2,Stratos Apostolakis,player_p_54632_1994,9,team_greece_1994,1994
16,C,15,2,Thanasis Kolitsidakis,player_p_86801_1994,9,team_greece_1994,1994
16,C,15,2,Stelios Manolas,player_p_43850_1994,9,team_greece_1994,1994
16,C,15,2,Ioannis Kalitzakis,player_p_59135_1994,9,team_greece_1994,1994
16,C,15,2,Panagiotis Tsalouchidis,player_p_06459_1994,9,team_greece_1994,1994
16,C,15,2,Dimitris Saravakos,player_p_68230_1994,9,team_greece_1994,1994
16,C,15,2,Nikos Nioplias,player_p_68233_1994,9,team_greece_1994,1994
16,C,15,2,Nikos Machlas,player_p_16110_1994,9,team_greece_1994,1994
16,C,15,2,Tasos Mitropoulos,player_p_12695_1994,9,team_greece_1994,1994
16,C,15,2,Nikos Tsiantakis,player_p_75239_1994,9,team_greece_1994,1994
16,C,15,2,Spiros Marangos,player_p_83956_1994,9,team_greece_1994,1994
16,C,15,2,Vaios Karagiannis,player_p_35810_1994,9,team_greece_1994,1994
16,C,15,2,Vasilis Dimitriadis,player_p_11986_1994,9,team_greece_1994,1994
16,C,15,2,Christos Karkamanis,player_p_70338_1994,9,team_greece_1994,1994
16,C,15,2,Alexis Alexoudis,player_p_98623_1994,9,team_greece_1994,1994
16,C,15,2,Minas Hantzidis,player_p_38731_1994,9,team_greece_1994,1994
16,C,15,2,Kyriakos Karataidis,player_p_68585_1994,9,team_greece_1994,1994
16,C,15,2,Savvas Kofidis,player_p_87563_1994,9,team_greece_1994,1994
16,C,15,2,Elias Atmatsidis,player_p_24277_1994,9,team_greece_1994,1994
16,C,15,2,Alexis Alexandris,player_p_80966_1994,9,team_greece_1994,1994
16,C,15,2,Alexis Alexiou,player_p_20597_1994,9,team_greece_1994,1994
17,C,15,1,Gianluca Pagliuca,player_p_88002_1994,9,team_italy_1994,1994
17,C,15,1,Luigi Apolloni,player_p_83615_1994,9,team_italy_1994,1994
17,C,15,1,Antonio Benarrivo,player_p_24741_1994,9,team_italy_1994,1994
17,C,15,1,Alessandro Costacurta,player_p_36036_1994,9,team_italy_1994,1994
17,C,15,1,Paolo Maldini,player_p_43222_1994,9,team_italy_1994,1994
17,C,15,1,Franco Baresi,player_p_42920_1994,9,team_italy_1994,1994
16,D,15,2,Lorenzo Minotti,player_p_98192_1994,9,team_italy_1994,1994
17,C,15,1,Roberto Mussi,player_p_02430_1994,9,team_italy_1994,1994
17,C,15,1,Mauro Tassotti,player_p_80307_1994,9,team_italy_1994,1994
17,C,15,1,Roberto Baggio,player_p_78756_1994,9,team_italy_1994,1994
17,C,15,1,Demetrio Albertini,player_p_87231_1994,9,team_italy_1994,1994
17,C,15,1,Luca Marchegiani,player_p_93900_1994,9,team_italy_1994,1994
17,C,15,1,Dino Baggio,player_p_52474_1994,9,team_italy_1994,1994
17,C,15,1,Nicola Berti,player_p_67585_1994,9,team_italy_1994,1994
17,C,15,1,Antonio Conte,player_p_96535_1994,9,team_italy_1994,1994
17,C,15,1,Roberto Donadoni,player_p_38434_1994,9,team_italy_1994,1994
17,C,15,1,Alberigo Evani,player_p_38178_1994,9,team_italy_1994,1994
17,C,15,1,Pierluigi Casiraghi,player_p_26730_1994,9,team_italy_1994,1994
17,C,15,1,Daniele Massaro,player_p_31072_1994,9,team_italy_1994,1994
17,C,15,1,Giuseppe Signori,player_p_32071_1994,9,team_italy_1994,1994
17,C,15,1,Gianfranco Zola,player_p_78280_1994,9,team_italy_1994,1994
16,D,15,2,Luca Bucci,player_p_14001_1994,9,team_italy_1994,1994
17,C,15,1,Jorge Campos,player_p_50787_1994,9,team_mexico_1994,1994
17,C,15,1,Claudio Suárez,player_p_78308_1994,9,team_mexico_1994,1994
17,C,15,1,Juan de Dios Ramírez Perales,player_p_09363_1994,9,team_mexico_1994,1994
17,C,15,1,Ignacio Ambríz,player_p_28217_1994,9,team_mexico_1994,1994
17,C,15,1,Ramón Ramírez,player_p_21741_1994,9,team_mexico_1994,1994
17,C,15,1,Marcelino Bernal,player_p_40627_1994,9,team_mexico_1994,1994
17,C,15,1,Carlos Hermosillo,player_p_22941_1994,9,team_mexico_1994,1994
17,C,15,1,Alberto García Aspe,player_p_21495_1994,9,team_mexico_1994,1994
17,C,15,1,Hugo Sánchez,player_p_26316_1994,9,team_mexico_1994,1994
17,C,15,1,Luis García Postigo,player_p_46904_1994,9,team_mexico_1994,1994
17,C,15,1,not applicable Zague,player_p_97279_1994,9,team_mexico_1994,1994
16,D,15,2,Félix Fernández,player_p_53503_1994,9,team_mexico_1994,1994
17,C,15,1,Juan Carlos Chávez,player_p_70776_1994,9,team_mexico_1994,1994
17,C,15,1,Joaquín del Olmo,player_p_97610_1994,9,team_mexico_1994,1994
16,D,15,2,Missael Espinoza,player_p_93217_1994,9,team_mexico_1994,1994
17,C,15,1,Luis Antonio Valdéz,player_p_16030_1994,9,team_mexico_1994,1994
17,C,15,1,Benjamín Galindo,player_p_82483_1994,9,team_mexico_1994,1994
16,D,15,2,José Luis Salgado,player_p_81177_1994,9,team_mexico_1994,1994
17,C,15,1,Luis Miguel Salvador,player_p_87112_1994,9,team_mexico_1994,1994
17,C,15,1,Jorge Rodríguez,player_p_35042_1994,9,team_mexico_1994,1994
17,C,15,1,Raúl Gutiérrez,player_p_74788_1994,9,team_mexico_1994,1994
16,D,15,2,Adrián Chávez,player_p_10416_1994,9,team_mexico_1994,1994
17,C,15,1,Khalil Azmi,player_p_74924_1994,9,team_morocco_1994,1994
17,C,15,1,Nacer Abdellah,player_p_61342_1994,9,team_morocco_1994,1994
17,C,15,1,Abdelkrim El Hadrioui,player_p_19991_1994,9,team_morocco_1994,1994
17,C,15,1,Tahar El Khalej,player_p_82124_1994,9,team_morocco_1994,1994
17,C,15,1,Smahi Triki,player_p_77110_1994,9,team_morocco_1994,1994
17,C,15,1,Noureddine Naybet,player_p_96824_1994,9,team_morocco_1994,1994
17,C,15,1,Mustapha Hadji,player_p_45896_1994,9,team_morocco_1994,1994
17,C,15,1,Rachid Azzouzi,player_p_84885_1994,9,team_morocco_1994,1994
17,C,15,1,Mohammed Chaouch,player_p_09278_1994,9,team_morocco_1994,1994
17,C,15,1,Mustafa El Haddaoui,player_p_37917_1994,9,team_morocco_1994,1994
17,C,15,1,Rachid Daoudi,player_p_08730_1994,9,team_morocco_1994,1994
16,D,15,2,Said Dghay,player_p_58464_1994,9,team_morocco_1994,1994
17,C,15,1,Ahmed Bahja,player_p_61219_1994,9,team_morocco_1994,1994
16,D,15,2,Ahmed Masbahi,player_p_39021_1994,9,team_morocco_1994,1994
17,C,15,1,El Arbi Hababi Hababi,player_p_48036_1994,9,team_morocco_1994,1994
17,C,15,1,Hassan Nader,player_p_89133_1994,9,team_morocco_1994,1994
17,C,15,1,Abdeslam Laghrissi,player_p_33746_1994,9,team_morocco_1994,1994
17,C,15,1,Rachid Neqrouz,player_p_36579_1994,9,team_morocco_1994,1994
17,C,15,1,Abdelmajid Bouyboud,player_p_91608_1994,9,team_morocco_1994,1994
16,D,15,2,Hassan Kachloul,player_p_96488_1994,9,team_morocco_1994,1994
17,C,15,1,Mohamed Samadi,player_p_16451_1994,9,team_morocco_1994,1994
17,C,15,1,Zakaria Alaoui,player_p_62567_1994,9,team_morocco_1994,1994
17,C,15,1,Ed de Goey,player_p_15829_1994,9,team_netherlands_1994,1994
17,C,15,1,Frank de Boer,player_p_32212_1994,9,team_netherlands_1994,1994
17,C,15,1,Frank Rijkaard,player_p_92391_1994,9,team_netherlands_1994,1994
17,C,15,1,Ronald Koeman,player_p_72919_1994,9,team_netherlands_1994,1994
17,C,15,1,Rob Witschge,player_p_51357_1994,9,team_netherlands_1994,1994
17,C,15,1,Jan Wouters,player_p_50869_1994,9,team_netherlands_1994,1994
17,C,15,1,Marc Overmars,player_p_33834_1994,9,team_netherlands_1994,1994
17,C,15,1,Wim Jonk,player_p_27957_1994,9,team_netherlands_1994,1994
17,C,15,1,Ronald de Boer,player_p_92804_1994,9,team_netherlands_1994,1994
17,C,15,1,Dennis Bergkamp,player_p_22409_1994,9,team_netherlands_1994,1994
17,C,15,1,Bryan Roy,player_p_03942_1994,9,team_netherlands_1994,1994
16,D,15,2,John Bosman,player_p_04823_1994,9,team_netherlands_1994,1994
16,D,15,2,Edwin van der Sar,player_p_26572_1994,9,team_netherlands_1994,1994
17,C,15,1,Ulrich van Gobbel,player_p_49163_1994,9,team_netherlands_1994,1994
